2,Harvard University,42.3788,-71.1164
4,University of Kentucky,38.0401,-84.5054
6,University of California at San Diego,32.877,-117.237
7,University of Arizona,32.2333,-110.948
9,University of Pennsylvania,39.9517,-75.1904
13,Princeton,40.3502,-74.6524
14,University of Washington,47.6531,-122.313
15,Carnegie Mellon University,40.4446,-79.9427
16,Columbia University,40.808,-73.9639
18,"University of Southern California, ISI",33.9815,-118.46
20,Washington University in St Louis,38.6479,-90.3015
21,University of Michigan,42.2944,-83.7126
26,Rice University,29.7225,-95.3924
31,University of California at Los Angeles,34.0711,-118.442
34,University of Tennessee at Knoxville,35.9483,-83.9367
36,University of British Columbia,49.2637,-123.237
38,University of Massachusetts Amherst,42.3949,-72.5274
41,University of Wisconsin,43.0757,-89.3867
44,The Chinese University of Hong Kong,22.3,114.166
57,University of North Carolina at Chapel Hill,35.92,-79.04
58,University of Illinois at Urbana-Champaign,40.1103,-88.2272
63,Boston University,42.35,-71.1
77,Purdue,40.4274,-86.9167
78,Rutgers University,40.4896,-74.4082
79,HP Labs,37.44,-122.15
81,Johns Hopkins CNDS,39.33,-76.6
89,Moscow State University,55.75,37.6
90,Georgia Institute of Technology,33.7772,-84.3976
92,Universidade Federal de Minas Gerais,-19.9333,-43.95
93,Tsinghua University,40,116.327
109,Texas AM University,30.61,-96.34
112,University of New Mexico,35.08,-106.65
113,NICT,35.7,139.767
116,HP Labs,37.44,-122.15
120,University of Oregon,44.04,-123.06
131,Ben-Gurion University of the Negev,31.5,34.75
139,University of Nebraska - Lincoln,40.8,-96.6667
150,Warsaw University of Technology,52.2207,21.0104
175,Delft University of Technology,52.02,4.35
189,National University of Singapore,1.37,103.8
217,Brown University,41.82,-71.42
10001,Case Western Reserve University,41.5022,-81.6079
10006,Northeastern University CCIS,42.37,-71.03
10038,University of Colorado at Boulder,40.0072,-105.262
10044,Georgetown University,38.54,-77.04
10057,Simon Fraser University,49.15,-122.57
10061,University of Florida - ACIS Lab,29.68,-82.27
10066,University of Pittsburgh,40.26,-80
10074,"Royal Institute of Technology (KTH), Sweden",59.52,17.38
10085,Colorado State University,40.35,-105.05
10098,Max Planck Institute for Software Systems,49.14,6.59
10100,Indiana University (Bloomington),39.1708,-86.5372
10107,University of South Florida (CSE),28.0587,-82.4152
10109,"University of California, Riverside",33.95,-117.39
10110,Ohio State University,39.98,-83.03
10138,Washington State University,46.731,-117.178
10141,Kansas State University,39.19,-96.59
10145,Keio University,35.5546,140.059
10146,University of Missouri Kansas City,39.0386,-94.5794
10148,University of Central Florida - EECS,28.33,-81.23
10150,University of Texas at Arlington,32.73,-97.115
10151,CESNET - Czech Education and Research Network,50.102,14.3916
10159,WIDE Project,36.1024,142.493
10176,Worcester Polytechnic Institute,42.2736,-71.8098
10185,Waseda University,35.42,139.42
10195,The Citadel,32.7984,-79.9614
10208,Virginia Tech,37.2055,-80.4124
10243,Williams College,42.71,-73.2
10247,University of Texas Dallas - Computer Science,32.9861,-96.75
10279,Emory University,33.7895,-84.3255
10280,Universidad de Buenos Aires,-34.5975,-58.3985
10281,Kookmin University,37.6118,126.999
10285,National University of Kaohsiung,22.7328,120.286
10323,SRI International,37.4557,-122.178
10326,University of Ottawa,45.4205,-75.6813
11345,Universita di Napoli Federico II,40.8283,14.1906
